"","corr","p"
"LEXM",0.00925548323521558,0.380554495517112
"AP001631.2",0.0092521500907869,0.380726066909958
"AC000032.1",0.00925074508133165,0.380798403066558
"FBLL1",0.00924890820122744,0.380892986579055
"CDH24",0.00924548996189932,0.381069034869494
"ZFAT",0.00924548564861548,0.381069257046474
"TAF1A-AS1",0.00924521381834733,0.381083259166896
"TRMT13",0.00924483580741789,0.381102731234114
"GPRIN1",0.00924205623514643,0.381245931082889
"LINC01375",0.00923677184827143,0.381518266688914
"SYT14",0.00923279428626555,0.381723332618241
"AC009166.3",0.00922928797964528,0.381904158713766
"TMEM104",0.00922410519457958,0.382171539804262
"AC008679.1",0.00922206543720095,0.382276802830435
"RIPOR3",0.00922031170586653,0.382367319502586
"OTUD5",0.00922011594800515,0.382377424117348
"AL357140.1",0.00921954159387234,0.38240707203099
"AL158847.1",0.00921759495609259,0.382507567117487
"Z68871.1",0.00921684611150251,0.38254623049586
"LINC01819",0.00921573365066078,0.382603672061508
"AC010378.2",0.00921573365066078,0.382603672061508
"AC010776.2",0.00921573365066078,0.382603672061508
"ATF7",0.00921487599695943,0.382647960348794
"ELAVL2",0.00921338880753078,0.382724764610331
"CPNE9",0.00921302760566839,0.382743419908676
"HOXA5",0.00920961486744593,0.382919707989031
"LNX1",0.00920866993171268,0.382968528291089
"TRDC",0.0092075721635759,0.383025249498831
"AC104076.1",0.00920742102734685,0.383033059045808
"LINC01269",0.00920711840080157,0.383048696729414
"SFRP2",0.00920375162120788,0.383222695397215
"BNC2-AS1",0.00920175208834123,0.383326056239981
"TNNC1",0.0092003246629316,0.383399853863049
"AL139381.1",0.00919999449513165,0.383416924714418
"AC007036.5",0.00919756896908069,0.383542347318475
"U2AF2",0.00919340589847065,0.38375767592959
"AC095057.3",0.00918774469451412,0.384050611946875
"AC073210.3",0.00918683562650357,0.38409766393806
"MIR99AHG",0.00918579355965762,0.384151604087164
"AC008517.1",0.00918415364696796,0.384236499710495
"AC087164.1",0.00918395322600158,0.384246875966241
"CA9",0.00918240989271418,0.384326783632584
"LINC00618",0.00918229245334269,0.384332864592818
"CACNA1E",0.00918143059836857,0.38437749287408
"AC015802.6",0.00917870106763139,0.384518853420751
"ZNF774",0.00917364774137881,0.38478064566361
"AL024498.1",0.00917022176829045,0.384958193336016
"AP000769.2",0.00916792475781333,0.385077261674348
"C1GALT1C1",0.00916521229942597,0.385217894241087
"SOAT2",0.00916408324259197,0.385276441590944
"AC005225.3",0.00916047808316643,0.385463423873144
"AL357127.2",0.00915725281153123,0.385630750177551
"IFNG",0.00915631236605157,0.385679548612315
"FAT3",0.00915595333498246,0.38569817924011
"LINC00491",0.00915515003595548,0.385739865548583
"AC016737.1",0.00915471120097582,0.38576263956332
"POGLUT2",0.00915413013783061,0.385792795990446
"AC005034.6",0.00915408706313388,0.385795031568917
"AL138781.1",0.00915314706181721,0.385843819644678
"AURKC",0.00915014722017446,0.385999543028405
"AKR1C4",0.00914778901190704,0.386121985815777
"HCN1",0.00914539717994151,0.386246198628852
"AC025811.1",0.00914539717994151,0.386246198628852
"IGHV3-72",0.00914391657146615,0.386323101930042
"AL583859.3",0.00914386426278722,0.386325819031287
"ANKZF1",0.00914285288801635,0.386378355773611
"SPTSSB",0.00914256743935832,0.386393184441441
"CPLX1",0.00914161898144032,0.386442458028813
"RECQL5",0.00913918170888579,0.386569095004402
"EGFR-AS1",0.00913823294466702,0.386618398196722
"ASCL1",0.00912295240177526,0.387412990641497
"AL355297.3",0.00911765138225201,0.387688877543705
"NPAT",0.00911463684616652,0.387845819815163
"AC008945.1",0.00911364721848944,0.387897350084205
"METTL22",0.00911172204122362,0.387997606706811
"LINC01360",0.00911140725686969,0.388014001096779
"HIST1H4E",0.0091099854124554,0.388088057912643
"NPAP1",0.00910905922841769,0.388136302871264
"ASB16",0.00910412305485207,0.388393489937891
"LINC02600",0.00910409587039096,0.388394906604006
"LINC02211",0.00910289308616359,0.388457590549542
"STK11IP",0.00910122232527307,0.388544673648815
"AC112721.2",0.00909990722891032,0.388613227224689
"AC087501.1",0.00909735123340235,0.388746487673421
"AC093484.4",0.00909735123340235,0.388746487673421
"DNAJC4",0.00909686178703369,0.38877200882651
"LRRN4",0.0090956299897295,0.388836242823252
"AC004817.2",0.00909554793782832,0.388840521777416
"MMP15",0.00909516492846073,0.388860495850085
"CNGA4",0.00909376883966902,0.388933307656139
"LINC02392",0.00909331348405707,0.388957058129472
"AL157932.1",0.00909331348405707,0.388957058129472
"AC096586.2",0.00909326588822545,0.388959540687499
"AC087477.2",0.00908779807381016,0.389244801410927
"LINC01697",0.00908728277241373,0.389271691702644
"LINC01311",0.00908652673643598,0.389311146441389
"PPP1R3F",0.00908393202915111,0.389446573177749
"MYRIP",0.00908054098608819,0.389623606618549
"AC003086.1",0.0090802951129027,0.389636444623538
"AL603910.1",0.00907603874945619,0.389858726850553
"AC005520.5",0.00907539854008381,0.38989216749828
"AC007278.1",0.00907503568970323,0.38991112137174
"AL161669.3",0.00907430503562141,0.389949289560208
"LINC02145",0.00907297154367443,0.390018954879667
"B3GAT1",0.00907182216125346,0.390079007876938
"AL499602.1",0.00906798140239249,0.390279720827325
"AC114956.3",0.00906423365550725,0.390475633581648
"OR4D9",0.00906277025895917,0.390552148574943
"AC104407.1",0.00905911053594057,0.390743540325129
"PCDHGA3",0.00905541543608119,0.390936839955374
"AC015911.6",0.00905446825958002,0.39098639840256
"AC008543.1",0.00904995543099695,0.391222572327949
"AC114489.1",0.00904874055266634,0.391286166442574
"AC021351.1",0.00904836988187312,0.391305570853725
"NMUR1",0.00904360335168676,0.39155514812088
"PRIM2",0.00904127057051512,0.39167732859602
"LIN9",0.00903948091723996,0.391771078179367
"AC006449.5",0.00903902215527098,0.391795112257325
"AC011477.9",0.00903383165138734,0.392067099841007
"KLHL31",0.00903261393655732,0.392130925893771
"LINC01931",0.00903208703106334,0.392158545394905
"AL591767.1",0.00903183924148993,0.392171534516055
"AC074051.5",0.00903052680399045,0.392240336796291
"AC103858.1",0.00902689565926719,0.392430731452896
"AC106028.2",0.00902630870637426,0.392461512873283
"THAP1",0.00902142893440172,0.392717478170093
"PARD3-AS1",0.00902137201431854,0.392720464473245
"EPS8L3",0.00901787892719554,0.392903755072504
"LIX1L-AS1",0.00901725528212184,0.392936484667011
"C19orf44",0.00901616009161459,0.392993965493558
"FMN2",0.009015384212425,0.393034690420519
"FAM220A",0.00901206988986031,0.393208683847297
"EPHX4",0.00901128042723188,0.393250135487962
"NAPA",0.00901122612634939,0.393252986715351
"MOGAT3",0.00900997456432532,0.393318707127071
"FSTL1",0.00900888608231058,0.393375869499482
"MAGOHB",0.00900499022320425,0.393580504412723
"NOC2L",0.00900266438015407,0.393702702972043
"PGM5P3-AS1",0.00900183581087832,0.393746241110074
"AC007880.1",0.00900150052206258,0.393763860079892
"AC016722.1",0.00900014688765148,0.39383499657404
"BX546450.1",0.00899338240900074,0.394190601500574
"IGHVII-44-2",0.00899338240900074,0.394190601500574
"AC007786.2",0.00899338240900074,0.394190601500574
"SELENOO",0.00899070193238762,0.394331566411026
"CCDC97",0.00898588962823992,0.394584719564018
"ETNK2",0.00898157878260551,0.39481157673501
"IGLV3-25",0.00898134546127455,0.394823857460811
"RPS8",0.00897745267510788,0.395028785955438
"ADGRF4",0.00897597433515776,0.395106627257657
"SMAD9-IT1",0.00897597433515776,0.395106627257657
"AC103746.1",0.00897597433515776,0.395106627257657
"NFYA",0.00897503350382273,0.395156171121266
"INO80-AS1",0.00897346693193286,0.395238674604252
"CDK13",0.0089728161148504,0.39527295293586
"HSD11B1-AS1",0.00896970259011763,0.395436966162482
"AC079601.1",0.0089625978643351,0.395811380500202
"ZNF214",0.00896187546488264,0.395849462460773
"TAS2R30",0.00895940458311506,0.395979734023847
"CACNA1C",0.00895799007211899,0.39605432251638
"MORN1",0.00895538346701426,0.396191793468367
"PHF24",0.00895392186680923,0.396268890081017
"AC015563.1",0.00895058977660499,0.396444685314521
"TGM3",0.00894728482123359,0.396619095448847
"AC016722.2",0.00894618951637109,0.396676907431605
"SLC16A14",0.00894138068628145,0.396930785512093
"AC010168.2",0.00894029325851562,0.396988208917901
"TRIML2",0.00893978025376082,0.397015300714401
"LINC01967",0.00893650017539908,0.397188548108802
"LINC00592",0.008926519995992,0.397715962202495
"AL008638.5",0.00892636672961874,0.397724065030138
"PRICKLE4",0.0089217939688993,0.397965861746971
"AC034102.6",0.00891776833748192,0.398178800857465
"PTPN9",0.00891313086996561,0.398424188598508
"AC120193.1",0.00891211343310805,0.398478037603908
"SHOX",0.00891032702693509,0.398572595788867
"CCP110",0.00890945012766744,0.398619016829601
"AL139423.2",0.00890935511603421,0.398624046723508
"CRYBA2",0.00890262023760993,0.398980686980255
"WTIP",0.00890197647959781,0.399014786737869
"OR10Z1",0.00889869280488872,0.399188749743353
"OR8A1",0.00889869280488872,0.399188749743353
"DLEU1",0.00889791820884607,0.399229793058498
"FOXI2",0.00889522312750055,0.399372616403086
"AC093326.1",0.008891803998356,0.399553854217085
"ZNF23",0.00889044770788415,0.399625760821011
"ABCG5",0.00888639601767043,0.399840616081079
"AC132803.1",0.008885467374747,0.399889870451242
"LINC01722",0.00888473916384384,0.399928496642288
"AC079841.2",0.00888350705219636,0.39999385614096
"AP000757.2",0.00888350705219636,0.39999385614096
"AC148476.1",0.00888244976344445,0.400049946974848
"AC004522.3",0.00888041844500637,0.400157724885117
"ARFGEF3",0.00887943091366063,0.400210127732432
"HELB",0.00887733645167856,0.400321282938365
"HIST1H4F",0.00887696582892604,0.400340954192651
"MAST4",0.00887417177794287,0.400489270548293
"OVCH2",0.00887394329956282,0.400501400305465
"KIF4B",0.00887383703563085,0.400507041858385
"FAM9B",0.00887038902843853,0.400690122492412
"AC068418.2",0.0088701920981612,0.40070058051928
"AC018362.2",0.00886947360649011,0.400738737572078
"SMIM9",0.00886297543993023,0.401083935867345
"AC005841.1",0.00886117776124357,0.401179464416808
"HSPA14.1",0.0088591608296436,0.401286660312643
"L3MBTL2",0.00885683989272465,0.401410034759143
"SLC2A1-AS1",0.00885662460606382,0.401421479943207
"AC023830.3",0.00885400235541066,0.401560901149009
"AC007598.2",0.00885246036782673,0.401642899924158
"AL109615.4",0.00883664196778083,0.402484660169292
"STXBP3",0.00883662457889135,0.402485586083072
"AC022613.1",0.00883523504304424,0.402559579431916
"LINC02712",0.00883011361367682,0.402832368028181
"TLCD3B",0.00882908777137992,0.402887021961599
"OSTN-AS1",0.00882619035500373,0.403041411985119
"AL158166.1",0.00882399268640146,0.403158539294716
"PGLYRP4",0.00882189403161057,0.403270408577326
"SMARCC2",0.00882059360284061,0.403339737564366
"AC004542.2",0.00882050952775082,0.403344220055363
"NR0B1",0.00881632600539429,0.403567303596421
"AL590822.1",0.00881463047292542,0.403657737768113
"AC084782.2",0.00881417306321547,0.403682136587891
"LEF1",0.00880703427979463,0.40406304283985
